time,dir_prev_bfnum,dir_prev_num,num_staff,num_actor,new_screening_rat,new_genre,new_num,distributor_group,year,month,box_off_num
115,0.0,0,28,3,3,4,4,0,2015,12,1599
111,436101.5,2,343,2,1,2,38,2,2014,5,3450305
127,4210890.33333333,3,572,22,0,5,36,2,2015,8,2057896
139,2270048.5,2,612,1,0,4,36,2,2015,12,1762733
80,0.0,0,34,3,3,5,12,1,2015,3,424
119,0.0,0,372,3,2,4,76,2,2010,1,462714
100,0.0,0,54,7,1,11,2,0,2014,12,1217
113,0.0,0,477,7,1,10,1,0,2012,8,1201944
90,0.0,0,24,2,1,3,4,0,2015,12,1958
87,2515.5,2,119,4,3,1,8,1,2014,9,7721
117,43734.0,2,308,3,1,7,7,1,2012,3,2436884
97,0.0,0,20,3,3,1,4,0,2013,6,68312
125,0.0,0,67,10,1,0,85,2,2013,8,9350351
93,0.0,0,0,2,1,3,10,1,2011,1,4340
139,5169479.0,4,628,3,1,10,38,2,2015,7,12706663
105,1421201.0,2,354,3,3,5,85,2,2010,11,129576
89,0.0,0,0,1,3,5,19,1,2015,11,400
91,0.0,0,37,3,3,5,43,2,2013,1,660
99,0.0,0,206,4,0,4,7,1,2013,5,47105
97,0.0,0,1,2,3,4,4,0,2011,3,1379
93,0.0,0,53,2,0,11,1,0,2012,2,1873
130,1843894.66666667,3,868,2,0,0,76,2,2014,8,8666208
89,0.0,0,8,6,3,4,4,0,2013,9,69122
121,0.0,0,340,3,1,5,36,2,2012,5,4598985
133,0.0,0,4,4,2,6,1,0,2011,11,16323
76,0.0,0,42,3,2,3,37,2,2011,11,12486
65,0.0,0,17,4,0,4,12,1,2011,6,2155
120,0.0,0,103,16,3,4,2,0,2014,10,1547
111,14188.0,1,450,3,3,5,85,2,2014,10,471248
120,20380.0,1,436,2,1,4,1,0,2011,8,771699
89,0.0,0,11,2,3,4,4,0,2014,1,561
100,0.0,0,77,3,1,0,1,0,2014,3,820
112,4385472.0,2,388,2,0,10,76,2,2015,9,609063
108,1918611.5,2,143,2,1,4,85,2,2013,10,1209363
99,1198419.5,2,150,2,1,11,7,1,2012,8,96080
88,2496.0,1,128,3,1,2,9,1,2014,4,458
104,1670652.0,1,243,2,1,1,85,2,2013,6,1201033
98,0.0,0,65,6,0,4,43,2,2012,10,577
106,0.0,0,98,5,1,1,3,0,2011,6,790959
80,0.0,0,57,3,3,4,7,1,2010,9,37122
95,228385.0,1,115,2,3,2,1,0,2015,5,1008
95,0.0,0,16,11,1,3,37,2,2010,4,2732
78,0.0,0,0,5,0,9,2,0,2014,5,23802
109,1081752.0,1,317,3,1,1,2,0,2015,10,1046313
109,0.0,0,255,13,1,1,85,2,2010,6,13108
88,752.5,2,22,2,3,5,19,1,2015,10,426
127,819049.5,2,300,8,1,11,36,2,2013,1,12811435
113,1468191.0,1,258,2,1,11,85,2,2010,5,101698
116,0.0,0,158,3,1,5,38,2,2013,2,507913
67,0.0,0,8,3,0,9,1,0,2014,7,2329
102,0.0,0,5,4,1,3,13,1,2015,7,3044
122,1347413.75,4,574,2,0,4,76,2,2015,12,627586
120,0.0,0,14,6,1,11,4,0,2015,5,2318748
86,0.0,0,365,4,1,1,8,1,2014,8,81008
99,0.0,0,117,4,0,4,4,0,2014,4,3523
111,0.0,0,410,4,1,4,1,0,2010,4,1383867
100,145.0,1,290,3,3,10,3,0,2011,5,61414
90,0.0,0,0,5,2,4,12,1,2011,8,732
91,0.0,0,1,2,3,1,1,0,2015,12,555
121,120930.33333333301,3,439,3,1,10,76,2,2015,8,431310
78,340.0,1,9,3,1,5,2,0,2011,3,614
45,3389.0,1,2,2,3,4,13,1,2012,11,2919
95,0.0,0,23,2,0,4,12,1,2012,6,1679
114,15495.666666666699,3,277,3,0,4,5,1,2014,10,1755181
107,107375.5,2,157,3,1,11,85,2,2012,7,104736
84,0.0,0,0,1,3,5,1,0,2015,4,6226
93,0.0,0,22,3,1,4,37,2,2011,3,2429
95,2723789.25,4,12,5,0,3,36,2,2015,5,8897
107,19.0,2,215,3,1,11,76,2,2012,11,210278
84,0.0,0,0,1,2,3,1,0,2015,1,3399
72,0.0,0,0,1,3,5,19,1,2015,9,419
96,0.0,0,61,2,2,4,12,1,2012,4,1081
113,0.0,0,153,5,3,4,7,1,2010,2,3536
95,0.0,0,139,4,0,3,7,1,2014,12,38771
89,0.0,0,1,3,0,3,2,0,2012,8,1028
125,145.0,1,303,3,1,1,76,2,2015,10,616481
84,0.0,0,118,6,1,1,11,1,2010,8,225955
107,0.0,0,249,3,1,1,36,2,2013,8,5604106
94,0.0,0,158,2,0,5,1,0,2010,11,3436
90,67602.0,1,57,2,1,5,2,0,2012,9,21295
133,1887850.0,1,404,3,3,4,85,2,2010,4,23229
75,0.0,0,80,3,2,11,15,1,2010,5,6034
112,385977.5,2,245,8,0,11,76,2,2013,5,978413
72,0.0,0,0,2,1,3,3,0,2011,9,541
95,1389992.0,4,281,2,1,1,85,2,2013,10,1766285
100,86837.0,2,10,3,1,4,1,0,2012,12,7173
105,163019.5,2,154,3,1,4,85,2,2014,10,3060
90,0.0,0,93,3,3,4,36,2,2013,9,35348
97,0.0,0,51,3,1,4,43,2,2014,10,685
85,0.0,0,32,4,1,4,37,2,2013,2,3404
61,424.0,2,6,8,1,4,2,0,2012,9,188
78,0.0,0,17,7,0,4,1,0,2010,7,172
119,1030261.0,3,380,6,1,11,36,2,2012,10,953682
108,0.0,0,8,1,0,3,13,1,2015,2,2972
90,53235.0,1,167,7,2,9,1,0,2014,8,35567
99,0.0,0,42,3,3,4,10,1,2014,11,600
82,0.0,0,0,6,2,9,85,2,2014,10,72052
74,7763.0,1,29,4,3,11,12,1,2015,9,532
62,0.0,0,2,8,2,9,36,2,2015,12,446054
103,281.0,1,194,5,3,2,4,0,2013,11,429141
109,475388.0,3,420,7,3,11,11,1,2010,11,196995
70,0.0,0,4,1,2,3,12,1,2015,4,938
83,0.0,0,2,4,0,4,4,0,2013,12,4550
79,67602.0,1,220,4,2,0,12,1,2011,2,12696
114,2061296.66666667,3,288,2,1,2,85,2,2012,2,1612554
127,0.0,0,456,5,1,4,38,2,2014,12,790370
114,0.0,0,92,2,3,7,85,2,2011,3,1250
101,0.0,0,59,4,3,11,5,1,2013,8,14188
110,597497.0,3,420,3,3,2,7,1,2015,4,1472147
97,0.0,0,5,3,3,7,1,0,2013,9,1132
94,0.0,0,37,5,3,11,43,2,2014,3,1958
111,3833.0,1,510,7,3,4,36,2,2014,8,1475091
127,496061.0,1,286,6,1,4,38,2,2013,3,1716438
99,0.0,0,123,4,3,1,43,2,2010,9,2475
102,0.0,0,431,4,1,2,85,2,2015,5,2192525
120,0.0,0,363,5,1,10,85,2,2013,1,7166532
